 18 1001
Lastname Firstname
NCAR Research Aviation Facility
73265 19.025389 -156.637650 5576.200195
73266 19.023785 -156.638641 5584.399902
73267 19.022179 -156.639618 5592.649902
73268 19.020573 -156.640594 5600.899902
73269 19.018967 -156.641586 5609.100098
73270 19.017361 -156.642578 5617.250000
73271 19.015751 -156.643555 5625.299805
73272 19.014141 -156.644531 5633.250000
73273 19.012531 -156.645523 5641.100098
73274 19.010921 -156.646515 5648.950195
73275 19.009308 -156.647491 5656.849609
73276 19.007698 -156.648468 5665.000000
73277 19.006084 -156.649475 5673.650391
73278 19.004471 -156.650452 5682.799805
73279 19.002857 -156.651443 5692.200195
73280 19.001244 -156.652435 5701.700195
73281 18.999626 -156.653412 5711.250000
73282 18.998009 -156.654419 5720.750000
73283 18.996393 -156.655396 5730.200195
73284 18.994776 -156.656372 5739.649902
73285 18.993156 -156.657379 5749.250000
73286 18.991535 -156.658356 5758.950195
73287 18.989916 -156.659363 5768.750000
73288 18.988297 -156.660339 5778.750000
73289 18.986675 -156.661346 5788.799805
73290 18.985050 -156.662323 5798.799805
73291 18.983429 -156.663330 5808.700195
73292 18.981804 -156.664307 5818.299805
73293 18.980181 -156.665314 5827.500000
73294 18.978556 -156.666290 5836.350098
73295 18.976929 -156.667297 5844.950195
73296 18.975304 -156.668289 5853.500000
73297 18.973675 -156.669281 5862.149902
73298 18.972046 -156.670288 5870.799805
73299 18.970415 -156.671280 5879.500000
73300 18.968784 -156.672272 5888.299805
73301 18.967152 -156.673279 5897.200195
73302 18.965519 -156.674286 5906.250000
73303 18.963882 -156.675278 5915.450195
73304 18.962246 -156.676270 5924.799805
73305 18.960611 -156.677277 5934.399902
73306 18.958975 -156.678284 5944.299805
73307 18.957338 -156.679291 5954.450195
73308 18.955700 -156.680283 5964.900391
73309 18.954063 -156.681274 5975.650391
73310 18.952423 -156.682281 5986.500000
73311 18.950787 -156.683289 5997.200195
73312 18.949146 -156.684280 6007.600098
73313 18.947506 -156.685287 6017.549805
73314 18.945866 -156.686279 6027.099609
73315 18.944221 -156.687286 6036.399902
73316 18.942581 -156.688293 6045.600098
73317 18.940937 -156.689301 6055.000000
73318 18.939293 -156.690308 6064.750000
73319 18.937649 -156.691299 6074.700195
73320 18.936005 -156.692307 6084.850098
73321 18.934361 -156.693314 6095.149902
73322 18.932716 -156.694321 6105.450195
73323 18.931068 -156.695328 6115.750000
73324 18.929424 -156.696335 6126.049805
73325 18.927778 -156.697342 6136.299805
73326 18.926132 -156.698349 6146.500000
73327 18.924484 -156.699341 6156.650391
73328 18.922836 -156.700348 6166.700195
73329 18.921188 -156.701355 6176.700195
73330 18.919540 -156.702362 6186.850098
73331 18.917892 -156.703369 6197.250000
73332 18.916245 -156.704376 6207.850098
73333 18.914597 -156.705383 6218.750000
73334 18.912949 -156.706390 6229.849609
73335 18.911297 -156.707397 6241.049805
73336 18.909649 -156.708405 6252.350098
73337 18.908001 -156.709412 6263.700195
73338 18.906353 -156.710434 6275.049805
73339 18.904703 -156.711441 6286.400391
73340 18.903053 -156.712448 6297.750000
73341 18.901403 -156.713455 6309.149902
73342 18.899754 -156.714462 6320.700195
73343 18.898106 -156.715469 6332.299805
73344 18.896454 -156.716476 6344.000000
73345 18.894806 -156.717484 6355.899902
73346 18.893158 -156.718491 6367.849609
73347 18.891506 -156.719498 6379.849609
73348 18.889858 -156.720505 6391.799805
73349 18.888206 -156.721512 6403.549805
73350 18.886559 -156.722519 6415.149902
73351 18.884907 -156.723526 6426.549805
73352 18.883259 -156.724533 6437.700195
73353 18.881607 -156.725540 6448.549805
73354 18.879955 -156.726547 6459.049805
73355 18.878305 -156.727554 6469.150391
73356 18.876654 -156.728561 6478.900391
73357 18.875002 -156.729584 6488.250000
73358 18.873350 -156.730591 6497.250000
73359 18.871696 -156.731598 6506.049805
73360 18.870041 -156.732605 6514.649902
73361 18.868383 -156.733612 6523.099609
73362 18.866726 -156.734634 6531.399902
73363 18.865067 -156.735641 6539.600098
73364 18.863407 -156.736664 6547.750000
73365 18.861748 -156.737671 6555.799805
73366 18.860085 -156.738678 6563.849609
73367 18.858423 -156.739700 6571.899902
73368 18.856758 -156.740723 6580.000000
73369 18.855095 -156.741730 6588.250000
73370 18.853428 -156.742752 6596.599609
73371 18.851761 -156.743774 6605.049805
73372 18.850094 -156.744781 6613.649902
73373 18.848427 -156.745804 6622.350098
73374 18.846756 -156.746826 6631.049805
73375 18.845087 -156.747833 6639.799805
73376 18.843416 -156.748871 6648.549805
73377 18.841743 -156.749878 6657.349609
73378 18.840069 -156.750916 6666.200195
73379 18.838396 -156.751923 6675.000000
73380 18.836721 -156.752930 6683.799805
73381 18.835045 -156.753967 6692.600098
73382 18.833368 -156.754974 6701.299805
73383 18.831690 -156.756012 6709.850098
73384 18.830011 -156.757050 6718.250000
73385 18.828331 -156.758057 6726.450195
73386 18.826651 -156.759094 6734.600098
73387 18.824968 -156.760101 6742.850098
73388 18.823284 -156.761139 6751.250000
73389 18.821600 -156.762161 6759.750000
73390 18.819916 -156.763184 6768.350098
73391 18.818230 -156.764221 6777.150391
73392 18.816544 -156.765259 6786.000000
73393 18.814854 -156.766281 6794.649902
73394 18.813166 -156.767303 6802.950195
73395 18.811476 -156.768341 6810.899902
73396 18.809784 -156.769379 6818.450195
73397 18.808090 -156.770401 6825.650391
73398 18.806393 -156.771439 6832.600098
73399 18.804697 -156.772461 6839.299805
73400 18.802998 -156.773499 6845.900391
73401 18.801298 -156.774536 6852.500000
73402 18.799597 -156.775574 6859.200195
73403 18.797895 -156.776611 6866.000000
73404 18.796192 -156.777649 6872.849609
73405 18.794487 -156.778687 6879.750000
73406 18.792782 -156.779739 6886.700195
73407 18.791073 -156.780777 6893.700195
73408 18.789364 -156.781830 6900.750000
73409 18.787651 -156.782867 6907.899902
73410 18.785938 -156.783905 6915.149902
73411 18.784225 -156.784943 6922.500000
73412 18.782509 -156.785995 6929.900391
73413 18.780792 -156.787048 6937.350098
73414 18.779076 -156.788086 6944.900391
73415 18.777355 -156.789139 6952.400391
73416 18.775635 -156.790192 6959.900391
73417 18.773912 -156.791229 6967.500000
73418 18.772190 -156.792297 6975.149902
73419 18.770464 -156.793335 6982.850098
73420 18.768740 -156.794388 6990.600098
73421 18.767014 -156.795441 6998.450195
73422 18.765285 -156.796478 7006.399902
73423 18.763557 -156.797546 7014.500000
73424 18.761826 -156.798584 7022.700195
73425 18.760098 -156.799652 7031.000000
73426 18.758366 -156.800690 7039.450195
73427 18.756636 -156.801758 7047.950195
73428 18.754904 -156.802826 7056.350098
73429 18.753170 -156.803864 7064.700195
73430 18.751438 -156.804932 7073.049805
73431 18.749702 -156.805969 7081.350098
73432 18.747965 -156.807037 7089.649902
73433 18.746227 -156.808105 7097.950195
73434 18.744492 -156.809143 7106.400391
73435 18.742754 -156.810211 7115.200195
73436 18.741016 -156.811279 7124.350098
73437 18.739277 -156.812317 7133.750000
73438 18.737539 -156.813385 7143.299805
73439 18.735802 -156.814453 7153.000000
73440 18.734062 -156.815506 7162.799805
73441 18.732323 -156.816559 7172.700195
73442 18.730583 -156.817627 7182.700195
73443 18.728844 -156.818695 7192.750000
73444 18.727104 -156.819748 7202.899902
73445 18.725363 -156.820801 7213.100098
73446 18.723621 -156.821869 7223.350098
73447 18.721882 -156.822937 7233.700195
73448 18.720142 -156.823990 7244.149902
73449 18.718399 -156.825043 7254.799805
73450 18.716660 -156.826111 7265.650391
73451 18.714918 -156.827164 7276.549805
73452 18.713179 -156.828217 7287.549805
73453 18.711437 -156.829285 7298.650391
73454 18.709698 -156.830353 7309.799805
73455 18.707958 -156.831406 7320.899902
73456 18.706219 -156.832458 7331.950195
73457 18.704479 -156.833527 7342.950195
73458 18.702736 -156.834595 7353.899902
73459 18.700996 -156.835648 7364.899902
73460 18.699257 -156.836700 7375.950195
73461 18.697517 -156.837769 7387.000000
73462 18.695778 -156.838821 7397.899902
73463 18.694038 -156.839874 7408.700195
73464 18.692299 -156.840942 7419.450195
73465 18.690559 -156.842010 7429.950195
73466 18.688818 -156.843063 7440.200195
73467 18.687077 -156.844116 7450.250000
73468 18.685337 -156.845184 7460.000000
73469 18.683594 -156.846252 7469.500000
73470 18.681852 -156.847305 7478.900391
73471 18.680111 -156.848358 7488.250000
73472 18.678368 -156.849426 7497.649902
73473 18.676624 -156.850494 7507.149902
73474 18.674881 -156.851547 7516.700195
73475 18.673138 -156.852615 7526.250000
73476 18.671394 -156.853668 7535.649902
73477 18.669649 -156.854736 7544.950195
73478 18.667904 -156.855804 7554.150391
73479 18.666159 -156.856857 7563.250000
73480 18.664412 -156.857925 7572.349609
73481 18.662664 -156.858978 7581.399902
73482 18.660915 -156.860046 7590.349609
73483 18.659168 -156.861115 7599.200195
73484 18.657419 -156.862183 7608.000000
73485 18.655670 -156.863235 7616.649902
73486 18.653921 -156.864304 7625.149902
73487 18.652170 -156.865372 7633.599609
73488 18.650417 -156.866440 7642.049805
73489 18.648666 -156.867508 7650.450195
73490 18.646914 -156.868561 7658.650391
73491 18.645159 -156.869629 7666.600098
73492 18.643404 -156.870697 7674.399902
73493 18.641647 -156.871765 7682.149902
73494 18.639891 -156.872833 7689.899902
73495 18.638132 -156.873917 7697.649902
73496 18.636374 -156.874985 7705.399902
73497 18.634613 -156.876053 7713.250000
73498 18.632853 -156.877121 7721.250000
73499 18.631092 -156.878189 7729.349609
73500 18.629330 -156.879257 7737.549805
73501 18.627567 -156.880341 7745.750000
73502 18.625801 -156.881409 7753.849609
73503 18.624039 -156.882477 7761.849609
73504 18.622272 -156.883545 7769.750000
73505 18.620504 -156.884628 7777.500000
73506 18.618736 -156.885712 7785.200195
73507 18.616968 -156.886780 7793.000000
73508 18.615198 -156.887848 7800.950195
73509 18.613428 -156.888931 7809.149902
73510 18.611658 -156.890015 7817.450195
73511 18.609886 -156.891083 7825.799805
73512 18.608116 -156.892151 7834.200195
73513 18.606344 -156.893250 7842.649902
73514 18.604572 -156.894318 7851.200195
73515 18.602798 -156.895401 7859.750000
73516 18.601025 -156.896484 7868.149902
73517 18.599249 -156.897552 7876.500000
73518 18.597473 -156.898651 7884.900391
73519 18.595695 -156.899719 7893.400391
73520 18.593918 -156.900787 7902.049805
73521 18.592140 -156.901886 7910.799805
73522 18.590363 -156.902954 7919.700195
73523 18.588585 -156.904053 7928.700195
73524 18.586805 -156.905121 7937.850098
73525 18.585026 -156.906189 7947.350098
73526 18.583248 -156.907288 7957.150391
73527 18.581467 -156.908356 7967.100098
73528 18.579685 -156.909454 7977.100098
73529 18.577908 -156.910522 7987.100098
73530 18.576126 -156.911621 7997.049805
73531 18.574347 -156.912689 8006.899902
73532 18.572567 -156.913788 8016.750000
73533 18.570786 -156.914856 8026.750000
73534 18.569006 -156.915955 8036.950195
73535 18.567226 -156.917023 8047.350098
73536 18.565445 -156.918121 8057.950195
73537 18.563663 -156.919189 8068.700195
73538 18.561886 -156.920273 8079.450195
73539 18.560104 -156.921356 8089.899902
73540 18.558325 -156.922424 8099.799805
73541 18.556543 -156.923523 8109.150391
73542 18.554760 -156.924591 8118.100098
73543 18.552979 -156.925690 8127.000000
73544 18.551197 -156.926758 8136.000000
73545 18.549414 -156.927856 8145.000000
73546 18.547630 -156.928925 8154.000000
73547 18.545847 -156.930023 8162.799805
73548 18.544064 -156.931091 8171.150391
73549 18.542278 -156.932190 8178.950195
73550 18.540489 -156.933258 8186.200195
73551 18.538700 -156.934357 8193.000000
73552 18.536911 -156.935425 8199.549805
73553 18.535122 -156.936523 8205.949219
73554 18.533329 -156.937622 8212.349609
73555 18.531536 -156.938705 8218.900391
73556 18.529741 -156.939789 8225.550781
73557 18.527946 -156.940887 8232.250000
73558 18.526150 -156.941986 8238.949219
73559 18.524353 -156.943069 8245.500000
73560 18.522552 -156.944168 8251.849609
73561 18.520754 -156.945251 8258.000000
73562 18.518951 -156.946350 8263.900391
73563 18.517147 -156.947449 8269.699219
73564 18.515343 -156.948547 8275.549805
73565 18.513538 -156.949646 8281.450195
73566 18.511730 -156.950729 8287.400391
73567 18.509920 -156.951843 8293.599609
73568 18.508110 -156.952942 8300.150391
73569 18.506302 -156.954041 8306.900391
73570 18.504490 -156.955139 8313.750000
73571 18.502678 -156.956238 8320.550781
73572 18.500862 -156.957336 8327.200195
73573 18.499046 -156.958435 8333.750000
73574 18.497231 -156.959534 8340.400391
73575 18.495415 -156.960632 8347.049805
73576 18.493595 -156.961731 8353.349609
73577 18.491777 -156.962845 8359.200195
73578 18.489956 -156.963959 8364.549805
73579 18.488132 -156.965057 8369.549805
73580 18.486311 -156.966156 8374.349609
73581 18.484486 -156.967285 8379.099609
73582 18.482658 -156.968384 8384.200195
73583 18.480831 -156.969498 8389.800781
73584 18.479004 -156.970612 8395.750000
73585 18.477173 -156.971710 8402.099609
73586 18.475344 -156.972839 8408.849609
73587 18.473511 -156.973938 8415.900391
73588 18.471680 -156.975067 8423.250000
73589 18.469847 -156.976166 8430.799805
73590 18.468014 -156.977295 8438.500000
73591 18.466179 -156.978394 8446.200195
73592 18.464340 -156.979523 8453.650391
73593 18.462505 -156.980621 8460.699219
73594 18.460667 -156.981750 8467.250000
73595 18.458828 -156.982849 8473.349609
73596 18.456987 -156.983978 8479.199219
73597 18.455147 -156.985092 8484.949219
73598 18.453304 -156.986206 8490.849609
73599 18.451462 -156.987335 8497.050781
73600 18.449619 -156.988464 8503.450195
73601 18.447777 -156.989563 8510.050781
73602 18.445930 -156.990692 8516.849609
73603 18.444084 -156.991821 8523.849609
73604 18.442238 -156.992935 8531.200195
73605 18.440392 -156.994064 8538.849609
73606 18.438545 -156.995178 8546.650391
73607 18.436699 -156.996307 8554.650391
73608 18.434853 -156.997437 8562.800781
73609 18.433002 -156.998550 8571.000000
73610 18.431154 -156.999664 8579.199219
73611 18.429306 -157.000793 8587.299805
73612 18.427456 -157.001923 8595.199219
73613 18.425606 -157.003036 8602.949219
73614 18.423756 -157.004150 8610.599609
73615 18.421902 -157.005280 8618.250000
73616 18.420052 -157.006409 8625.949219
73617 18.418198 -157.007538 8633.750000
73618 18.416346 -157.008652 8641.750000
73619 18.414494 -157.009766 8649.849609
73620 18.412640 -157.010895 8657.950195
73621 18.410786 -157.012024 8666.049805
73622 18.408932 -157.013153 8674.049805
73623 18.407078 -157.014282 8681.950195
73624 18.405224 -157.015396 8689.800781
73625 18.403366 -157.016525 8697.500000
73626 18.401512 -157.017654 8705.049805
73627 18.399654 -157.018768 8712.549805
73628 18.397799 -157.019897 8720.000000
73629 18.395941 -157.021027 8727.400391
73630 18.394083 -157.022156 8734.949219
73631 18.392223 -157.023270 8742.650391
73632 18.390366 -157.024399 8750.599609
73633 18.388510 -157.025528 8758.950195
73634 18.386652 -157.026657 8767.550781
73635 18.384796 -157.027771 8776.400391
73636 18.382938 -157.028900 8785.450195
73637 18.381081 -157.030029 8794.650391
73638 18.379225 -157.031158 8804.049805
73639 18.377369 -157.032288 8813.650391
73640 18.375511 -157.033417 8823.349609
73641 18.373657 -157.034531 8833.099609
73642 18.371799 -157.035660 8842.849609
73643 18.369946 -157.036774 8852.400391
73644 18.368092 -157.037903 8861.900391
73645 18.366236 -157.039032 8871.450195
73646 18.364382 -157.040146 8881.150391
73647 18.362528 -157.041275 8891.099609
73648 18.360676 -157.042389 8901.099609
73649 18.358822 -157.043518 8911.000000
73650 18.356968 -157.044647 8920.650391
73651 18.355118 -157.045761 8930.000000
73652 18.353266 -157.046875 8939.000000
73653 18.351414 -157.048004 8947.700195
73654 18.349560 -157.049133 8956.150391
73655 18.347708 -157.050247 8964.299805
73656 18.345856 -157.051361 8972.199219
73657 18.344004 -157.052490 8979.900391
73658 18.342152 -157.053619 8987.400391
73659 18.340298 -157.054733 8994.750000
73660 18.338444 -157.055847 9002.000000
73661 18.336592 -157.056976 9009.150391
73662 18.334738 -157.058105 9016.349609
73663 18.332884 -157.059235 9023.650391
73664 18.331030 -157.060349 9031.000000
73665 18.329176 -157.061478 9038.400391
73666 18.327322 -157.062592 9045.849609
73667 18.325466 -157.063721 9053.500000
73668 18.323612 -157.064850 9061.400391
73669 18.321758 -157.065979 9069.400391
73670 18.319902 -157.067108 9077.550781
73671 18.318047 -157.068222 9085.849609
73672 18.316193 -157.069336 9094.099609
73673 18.314337 -157.070465 9102.349609
73674 18.312481 -157.071594 9110.700195
73675 18.310627 -157.072723 9119.099609
73676 18.308771 -157.073837 9127.400391
73677 18.306915 -157.074951 9135.549805
73678 18.305061 -157.076080 9143.650391
73679 18.303204 -157.077209 9151.650391
73680 18.301350 -157.078323 9159.500000
73681 18.299494 -157.079437 9167.150391
73682 18.297638 -157.080566 9174.599609
73683 18.295782 -157.081696 9181.900391
73684 18.293924 -157.082809 9189.000000
73685 18.292067 -157.083939 9196.000000
73686 18.290211 -157.085052 9203.000000
73687 18.288353 -157.086182 9210.099609
73688 18.286495 -157.087311 9217.349609
73689 18.284636 -157.088440 9224.750000
73690 18.282780 -157.089554 9232.349609
73691 18.280922 -157.090683 9240.000000
